"lek.song.type","lek","segment","obs1","obs2"
"SUR-E2","SUR",7,"f","m"
"SUR-E2","SUR",8,"f","f"
"SUR-E2","SUR",9,"f","f"
"SUR-E2","SUR",10,"f","f"
"SUR-E2","SUR",11,"f","f"
"SUR-E2","SUR",12,"f","f"
"SUR-E2","SUR",13,"f","f"
"SUR-E2","SUR",14,"f","f"
"SUR-E2","SUR",15,"f","f"
"SUR-E2","SUR",16,"f","f"
"SUR-E2","SUR",17,"f","f"
"SUR-E2","SUR",18,"f","f"
"SUR-E2","SUR",19,"f","f"
"SUR-E2","SUR",20,"f","f"
"SUR-E2","SUR",1,"u","u"
"SUR-E2","SUR",2,"u","u"
"SUR-E2","SUR",3,"u","u"
"SUR-E2","SUR",4,"u","u"
"SUR-E2","SUR",5,"f","f"
"SUR-E2","SUR",6,"f","f"
"SUR-E2","SUR",7,"f","f"
"SUR-E2","SUR",8,"f","f"
"SUR-E2","SUR",9,"f","f"
"SUR-E2","SUR",10,"f","f"
"SUR-E2","SUR",11,"f","f"
"SUR-E2","SUR",12,"f","f"
"SUR-E2","SUR",13,"f","f"
"SUR-E2","SUR",14,"f","f"
"SUR-E2","SUR",15,"f","f"
"SUR-E2","SUR",16,"f","f"
"SUR-E2","SUR",17,"f","f"
"SUR-E2","SUR",18,"f","f"
"SUR-E2","SUR",19,"f","f"
"SUR-E2","SUR",20,"f","f"
"CCE-J2","CCE",1,"f","f"
"CCE-J2","CCE",2,"f","f"
"CCE-J2","CCE",3,"f","f"
"CCE-J2","CCE",4,"f","f"
"CCE-J2","CCE",5,"f","f"
"CCE-J2","CCE",6,"f","f"
"CCE-J2","CCE",7,"f","f"
"CCE-J2","CCE",8,"f","f"
"CCE-J2","CCE",9,"f","f"
"CCE-J2","CCE",10,"f","f"
"CCE-J2","CCE",11,"d","d"
"CCE-J2","CCE",12,"d","d"
"CCE-J2","CCE",13,"d","d"
"CCE-J2","CCE",14,"d","d"
"CCE-J2","CCE",15,"p","p"
"CCE-J2","CCE",16,"p","p"
"CCE-J2","CCE",17,"f","f"
"CCE-J2","CCE",18,"f","f"
"CCE-J2","CCE",19,"f","f"
"CCE-J2","CCE",20,"f","f"
"CCE-J2","CCE",1,"f","f"
"CCE-J2","CCE",2,"f","f"
"CCE-J2","CCE",3,"f","f"
"CCE-J2","CCE",4,"f","f"
"CCE-J2","CCE",5,"f","f"
"CCE-J2","CCE",6,"f","f"
"CCE-J2","CCE",7,"f","f"
"CCE-J2","CCE",8,"f","f"
"CCE-J2","CCE",9,"f","f"
"CCE-J2","CCE",10,"f","f"
"CCE-J2","CCE",11,"d","d"
"CCE-J2","CCE",12,"d","d"
"CCE-J2","CCE",13,"d","d"
"CCE-J2","CCE",14,"p","p"
"CCE-J2","CCE",15,"p","p"
"CCE-J2","CCE",16,"p","p"
"CCE-J2","CCE",17,"f","f"
"CCE-J2","CCE",18,"f","f"
"CCE-J2","CCE",19,"f","f"
"CCE-J2","CCE",20,"f","f"
"CCE-J2","CCE",1,"f","f"
"CCE-J2","CCE",2,"f","f"
"CCE-J2","CCE",3,"f","f"
"CCE-J2","CCE",4,"f","f"
"CCE-J2","CCE",5,"f","f"
"CCE-J2","CCE",6,"f","f"
"CCE-J2","CCE",7,"f","f"
"CCE-J2","CCE",8,"f","f"
"CCE-J2","CCE",9,"f","f"
"CCE-J2","CCE",10,"f","f"
"CCE-J2","CCE",11,"f","f"
"CCE-J2","CCE",12,"d","d"
"CCE-J2","CCE",13,"d","d"
"CCE-J2","CCE",14,"d","d"
"CCE-J2","CCE",15,"d","d"
"CCE-J2","CCE",16,"d","d"
"CCE-J2","CCE",17,"f","f"
"CCE-J2","CCE",18,"f","f"
"CCE-J2","CCE",19,"f","f"
"CCE-J2","CCE",20,"f","f"
"CCE-J2","CCE",1,"f","f"
"CCE-J2","CCE",2,"f","f"
"CCE-J2","CCE",3,"f","f"
"CCE-J2","CCE",4,"f","f"
"CCE-J2","CCE",5,"f","f"
"CCE-J2","CCE",6,"f","f"
"CCE-J2","CCE",7,"f","f"
"CCE-J2","CCE",8,"f","f"
"CCE-J2","CCE",9,"f","f"
"CCE-J2","CCE",10,"f","f"
"CCE-J2","CCE",11,"d","d"
"CCE-J2","CCE",12,"d","d"
"CCE-J2","CCE",13,"d","d"
"CCE-J2","CCE",14,"d","d"
"CCE-J2","CCE",15,"d","d"
"CCE-J2","CCE",16,"d","d"
"CCE-J2","CCE",17,"d","d"
"CCE-J2","CCE",18,"f","f"
"CCE-J2","CCE",19,"f","f"
"CCE-J2","CCE",20,"f","f"
"SUR-E5","SUR",1,"u","u"
"SUR-E5","SUR",2,"u","u"
"SUR-E5","SUR",3,"u","u"
"SUR-E5","SUR",4,"u","u"
"SUR-E5","SUR",5,"f","f"
"SUR-E5","SUR",6,"f","f"
"SUR-E5","SUR",7,"f","f"
"SUR-E5","SUR",8,"f","f"
"SUR-E5","SUR",9,"f","f"
"SUR-E5","SUR",10,"f","f"
"SUR-E5","SUR",11,"f","f"
"SUR-E5","SUR",12,"f","f"
"SUR-E5","SUR",13,"f","f"
"SUR-E5","SUR",14,"f","f"
"SUR-E5","SUR",15,"f","f"
"SUR-E5","SUR",16,"f","f"
"SUR-E5","SUR",17,"f","f"
"SUR-E5","SUR",18,"f","f"
"SUR-E5","SUR",19,"f","f"
"SUR-E5","SUR",20,"f","f"
"SUR-E5","SUR",1,"u","u"
"SUR-E5","SUR",2,"u","u"
"SUR-E5","SUR",3,"u","u"
"SUR-E5","SUR",4,"u","u"
"SUR-E5","SUR",5,"f","f"
"SUR-E5","SUR",6,"f","m"
"SUR-E5","SUR",7,"f","m"
"SUR-E5","SUR",8,"f","f"
"SUR-E5","SUR",9,"f","f"
"SUR-E5","SUR",10,"f","f"
"SUR-E5","SUR",11,"f","f"
"SUR-E5","SUR",12,"f","f"
"SUR-E5","SUR",13,"f","f"
"SUR-E5","SUR",14,"f","f"
"SUR-E5","SUR",15,"f","f"
"SUR-E5","SUR",16,"f","f"
"SUR-E5","SUR",17,"f","f"
"SUR-E5","SUR",18,"f","f"
"SUR-E5","SUR",19,"f","f"
"SUR-E5","SUR",20,"f","f"
"SUR-E5","SUR",1,"u","u"
"SUR-E5","SUR",2,"u","u"
"SUR-E5","SUR",3,"u","u"
"SUR-E5","SUR",4,"u","u"
"SUR-E5","SUR",5,"f","f"
"SUR-E5","SUR",6,"f","f"
"SUR-E5","SUR",7,"f","f"
"SUR-E5","SUR",8,"f","f"
"SUR-E5","SUR",9,"f","f"
"SUR-E5","SUR",10,"f","f"
"SUR-E5","SUR",11,"f","f"
"SUR-E5","SUR",12,"f","f"
"SUR-E5","SUR",13,"f","f"
"SUR-E5","SUR",14,"f","f"
"SUR-E5","SUR",15,"f","f"
"SUR-E5","SUR",16,"f","f"
"SUR-E5","SUR",17,"f","f"
"SUR-E5","SUR",18,"f","f"
"SUR-E5","SUR",19,"f","f"
"SUR-E5","SUR",20,"f","f"
"SUR-E5","SUR",1,"p","u"
"SUR-E5","SUR",2,"p","u"
"SUR-E5","SUR",3,"p","u"
"SUR-E5","SUR",4,"p","u"
"SUR-E5","SUR",5,"f","f"
"SUR-E5","SUR",6,"f","f"
"SUR-E5","SUR",7,"f","f"
"SUR-E5","SUR",8,"f","f"
"SUR-E5","SUR",9,"f","f"
"SUR-E5","SUR",10,"f","f"
"SUR-E5","SUR",11,"f","f"
"SUR-E5","SUR",12,"f","f"
"SUR-E5","SUR",13,"f","f"
"SUR-E5","SUR",14,"f","f"
"SUR-E5","SUR",15,"f","f"
"SUR-E5","SUR",16,"f","f"
"SUR-E5","SUR",17,"f","f"
"SUR-E5","SUR",18,"f","f"
"SUR-E5","SUR",19,"f","f"
"SUR-E5","SUR",20,"f","f"
"SUR-E4","SUR",1,"p","p"
"SUR-E4","SUR",2,"p","p"
"SUR-E4","SUR",3,"p","p"
"SUR-E4","SUR",4,"p","p"
"SUR-E4","SUR",5,"f","f"
"SUR-E4","SUR",6,"f","f"
"SUR-E4","SUR",7,"f","f"
"SUR-E4","SUR",8,"f","f"
"SUR-E4","SUR",9,"f","f"
"SUR-E4","SUR",10,"f","f"
"SUR-E4","SUR",11,"f","f"
"SUR-E4","SUR",12,"f","f"
"SUR-E4","SUR",13,"f","f"
"SUR-E4","SUR",14,"f","f"
"SUR-E4","SUR",15,"f","f"
"SUR-E4","SUR",16,"f","f"
"SUR-E4","SUR",17,"f","f"
"SUR-E4","SUR",18,"f","f"
"SUR-E4","SUR",19,"f","f"
"SUR-E4","SUR",20,"f","f"
"SUR-E4","SUR",1,"p","u"
"SUR-E4","SUR",2,"p","u"
"SUR-E4","SUR",3,"p","u"
"SUR-E4","SUR",4,"p","p"
"SUR-E4","SUR",5,"f","f"
"SUR-E4","SUR",6,"f","f"
"SUR-E4","SUR",7,"f","u"
"SUR-E4","SUR",8,"f","f"
"SUR-E4","SUR",9,"f","f"
"SUR-E4","SUR",10,"f","f"
"SUR-E4","SUR",11,"f","f"
"SUR-E4","SUR",12,"f","f"
"SUR-E4","SUR",13,"f","f"
"SUR-E4","SUR",14,"f","f"
"SUR-E4","SUR",15,"f","f"
"SUR-E4","SUR",16,"f","f"
"SUR-E4","SUR",17,"f","f"
"SUR-E4","SUR",18,"f","f"
"SUR-E4","SUR",19,"f","p"
"SUR-E4","SUR",20,"f","p"
"SUR-E4","SUR",1,"u","u"
"SUR-E4","SUR",2,"p","p"
"SUR-E4","SUR",3,"p","p"
"SUR-E4","SUR",4,"p","p"
"SUR-E4","SUR",5,"f","f"
"SUR-E4","SUR",6,"f","f"
"SUR-E4","SUR",7,"f","f"
"SUR-E4","SUR",8,"f","f"
"SUR-E4","SUR",9,"f","f"
"SUR-E4","SUR",10,"f","f"
"SUR-E4","SUR",11,"f","f"
"SUR-E4","SUR",12,"f","f"
"SUR-E4","SUR",13,"f","f"
"SUR-E4","SUR",14,"f","f"
"SUR-E4","SUR",15,"f","f"
"SUR-E4","SUR",16,"f","f"
"SUR-E4","SUR",17,"f","f"
"SUR-E4","SUR",18,"f","f"
"SUR-E4","SUR",19,"f","f"
"SUR-E4","SUR",20,"f","f"
"SUR-E4","SUR",1,"p","u"
"SUR-E4","SUR",2,"p","u"
"SUR-E4","SUR",3,"p","u"
"SUR-E4","SUR",4,"p","p"
"SUR-E4","SUR",5,"p","f"
"SUR-E4","SUR",6,"f","f"
"SUR-E4","SUR",7,"f","f"
"SUR-E4","SUR",8,"f","f"
"SUR-E4","SUR",9,"f","f"
"SUR-E4","SUR",10,"f","f"
"SUR-E4","SUR",11,"f","f"
"SUR-E4","SUR",12,"f","f"
"SUR-E4","SUR",13,"f","f"
"SUR-E4","SUR",14,"f","f"
"SUR-E4","SUR",15,"f","f"
"SUR-E4","SUR",16,"f","f"
"SUR-E4","SUR",17,"f","f"
"SUR-E4","SUR",18,"f","f"
"SUR-E4","SUR",19,"f","f"
"SUR-E4","SUR",20,"f","f"
"SUR-H2","SUR",1,"u","u"
"SUR-H2","SUR",2,"u","u"
"SUR-H2","SUR",3,"u","u"
"SUR-H2","SUR",4,"u","u"
"SUR-H2","SUR",5,"u","u"
"SUR-H2","SUR",6,"u","u"
"SUR-H2","SUR",7,"u","u"
"SUR-H2","SUR",8,"f","f"
"SUR-H2","SUR",9,"f","f"
"SUR-H2","SUR",10,"p","p"
"SUR-H2","SUR",11,"p","p"
"SUR-H2","SUR",12,"p","p"
"SUR-H2","SUR",13,"d","d"
"SUR-H2","SUR",14,"d","d"
"SUR-H2","SUR",15,"d","d"
"SUR-H2","SUR",16,"d","d"
"SUR-H2","SUR",17,"f","f"
"SUR-H2","SUR",18,"f","f"
"SUR-H2","SUR",19,"f","f"
"SUR-H2","SUR",20,"f","f"
"SUR-H2","SUR",1,"u","u"
"SUR-H2","SUR",2,"u","u"
"SUR-H2","SUR",3,"u","u"
"SUR-H2","SUR",4,"u","u"
"SUR-H2","SUR",5,"u","u"
"SUR-H2","SUR",6,"u","u"
"SUR-H2","SUR",7,"u","u"
"SUR-H2","SUR",8,"f","f"
"SUR-H2","SUR",9,"f","f"
"SUR-H2","SUR",10,"f","f"
"SUR-H2","SUR",11,"p","p"
"SUR-H2","SUR",12,"p","p"
"SUR-H2","SUR",13,"p","p"
"SUR-H2","SUR",14,"d","d"
"SUR-H2","SUR",15,"d","d"
"SUR-H2","SUR",16,"d","d"
"SUR-H2","SUR",17,"f","f"
"SUR-H2","SUR",18,"f","f"
"SUR-H2","SUR",19,"f","f"
"SUR-H2","SUR",20,"f","f"
"SUR-H2","SUR",1,"u","u"
"SUR-H2","SUR",2,"u","u"
"SUR-H2","SUR",3,"u","u"
"SUR-H2","SUR",4,"u","u"
"SUR-H2","SUR",5,"u","u"
"SUR-H2","SUR",6,"u","u"
"SUR-H2","SUR",7,"u","u"
"SUR-H2","SUR",8,"u","u"
"SUR-H2","SUR",9,"f","f"
"SUR-H2","SUR",10,"f","f"
"SUR-H2","SUR",11,"d","d"
"SUR-H2","SUR",12,"d","d"
"SUR-H2","SUR",13,"d","d"
"SUR-H2","SUR",14,"d","d"
"SUR-H2","SUR",15,"d","d"
"SUR-H2","SUR",16,"d","d"
"SUR-H2","SUR",17,"d","d"
"SUR-H2","SUR",18,"f","f"
"SUR-H2","SUR",19,"f","f"
"SUR-H2","SUR",20,"f","f"
"SUR-H2","SUR",1,"u","u"
"SUR-H2","SUR",2,"u","u"
"SUR-H2","SUR",3,"u","u"
"SUR-H2","SUR",4,"u","u"
"SUR-H2","SUR",5,"u","u"
"SUR-H2","SUR",6,"u","u"
"SUR-H2","SUR",7,"u","u"
"SUR-H2","SUR",8,"f","f"
"SUR-H2","SUR",9,"f","f"
"SUR-H2","SUR",10,"f","f"
"SUR-H2","SUR",11,"p","p"
"SUR-H2","SUR",12,"p","p"
"SUR-H2","SUR",13,"p","p"
"SUR-H2","SUR",14,"d","d"
"SUR-H2","SUR",15,"d","d"
"SUR-H2","SUR",16,"d","d"
"SUR-H2","SUR",17,"d","d"
"SUR-H2","SUR",18,"f","f"
"SUR-H2","SUR",19,"f","f"
"SUR-H2","SUR",20,"f","f"
"SUR-K1","SUR",1,"p","p"
"SUR-K1","SUR",2,"p","p"
"SUR-K1","SUR",3,"u","u"
"SUR-K1","SUR",4,"d","d"
"SUR-K1","SUR",5,"u","u"
"SUR-K1","SUR",6,"f","f"
"SUR-K1","SUR",7,"f","f"
"SUR-K1","SUR",8,"f","f"
"SUR-K1","SUR",9,"f","f"
"SUR-K1","SUR",10,"f","f"
"SUR-K1","SUR",11,"f","f"
"SUR-K1","SUR",12,"f","f"
"SUR-K1","SUR",13,"f","f"
"SUR-K1","SUR",14,"f","f"
"SUR-K1","SUR",15,"f","f"
"SUR-K1","SUR",16,"f","f"
"SUR-K1","SUR",17,"f","f"
"SUR-K1","SUR",18,"f","f"
"SUR-K1","SUR",19,"f","f"
"SUR-K1","SUR",20,"f","f"
"SUR-K1","SUR",1,"p","p"
"SUR-K1","SUR",2,"p","p"
"SUR-K1","SUR",3,"u","u"
"SUR-K1","SUR",4,"d","d"
"SUR-K1","SUR",5,"u","u"
"SUR-K1","SUR",6,"u","u"
"SUR-K1","SUR",7,"f","f"
"SUR-K1","SUR",8,"f","f"
"SUR-K1","SUR",9,"f","f"
"SUR-K1","SUR",10,"f","f"
"SUR-K1","SUR",11,"f","f"
"SUR-K1","SUR",12,"f","f"
"SUR-K1","SUR",13,"f","f"
"SUR-K1","SUR",14,"f","f"
"SUR-K1","SUR",15,"f","f"
"SUR-K1","SUR",16,"f","f"
"SUR-K1","SUR",17,"f","f"
"SUR-K1","SUR",18,"f","f"
"SUR-K1","SUR",19,"f","f"
"SUR-K1","SUR",20,"f","f"
"SUR-K1","SUR",1,"u","u"
"SUR-K1","SUR",2,"u","u"
"SUR-K1","SUR",3,"u","u"
"SUR-K1","SUR",4,"d","d"
"SUR-K1","SUR",5,"u","u"
"SUR-K1","SUR",6,"f","f"
"SUR-K1","SUR",7,"f","f"
"SUR-K1","SUR",8,"f","f"
"SUR-K1","SUR",9,"f","f"
"SUR-K1","SUR",10,"f","f"
"SUR-K1","SUR",11,"f","f"
"SUR-K1","SUR",12,"f","f"
"SUR-K1","SUR",13,"f","f"
"SUR-K1","SUR",14,"f","f"
"SUR-K1","SUR",15,"f","f"
"SUR-K1","SUR",16,"f","f"
"SUR-K1","SUR",17,"f","f"
"SUR-K1","SUR",18,"f","f"
"SUR-K1","SUR",19,"f","f"
"SUR-K1","SUR",20,"f","f"
"SUR-K1","SUR",1,"u","u"
"SUR-K1","SUR",2,"u","u"
"SUR-K1","SUR",3,"u","u"
"SUR-K1","SUR",4,"d","d"
"SUR-K1","SUR",5,"u","u"
"SUR-K1","SUR",6,"f","f"
"SUR-K1","SUR",7,"f","f"
"SUR-K1","SUR",8,"f","f"
"SUR-K1","SUR",9,"f","f"
"SUR-K1","SUR",10,"f","f"
"SUR-K1","SUR",11,"f","f"
"SUR-K1","SUR",12,"f","f"
"SUR-K1","SUR",13,"f","f"
"SUR-K1","SUR",14,"f","f"
"SUR-K1","SUR",15,"f","f"
"SUR-K1","SUR",16,"f","f"
"SUR-K1","SUR",17,"f","f"
"SUR-K1","SUR",18,"f","f"
"SUR-K1","SUR",19,"f","f"
"SUR-K1","SUR",20,"f","f"
"CCE-I1","CCE",1,"u","u"
"CCE-I1","CCE",2,"f","f"
"CCE-I1","CCE",3,"f","f"
"CCE-I1","CCE",4,"f","f"
"CCE-I1","CCE",5,"f","f"
"CCE-I1","CCE",6,"f","f"
"CCE-I1","CCE",7,"f","f"
"CCE-I1","CCE",8,"f","f"
"CCE-I1","CCE",9,"d","d"
"CCE-I1","CCE",10,"d","d"
"CCE-I1","CCE",11,"d","d"
"CCE-I1","CCE",12,"d","d"
"CCE-I1","CCE",13,"d","d"
"CCE-I1","CCE",14,"u","u"
"CCE-I1","CCE",15,"d","d"
"CCE-I1","CCE",16,"d","d"
"CCE-I1","CCE",17,"d","d"
"CCE-I1","CCE",18,"d","d"
"CCE-I1","CCE",19,"u","u"
"CCE-I1","CCE",20,"d","d"
"CCE-I1","CCE",1,"u","u"
"CCE-I1","CCE",2,"f","f"
"CCE-I1","CCE",3,"f","f"
"CCE-I1","CCE",4,"f","f"
"CCE-I1","CCE",5,"f","f"
"CCE-I1","CCE",6,"f","f"
"CCE-I1","CCE",7,"f","f"
"CCE-I1","CCE",8,"f","f"
"CCE-I1","CCE",9,"d","d"
"CCE-I1","CCE",10,"d","d"
"CCE-I1","CCE",11,"d","d"
"CCE-I1","CCE",12,"d","d"
"CCE-I1","CCE",13,"d","d"
"CCE-I1","CCE",14,"u","u"
"CCE-I1","CCE",15,"d","d"
"CCE-I1","CCE",16,"d","d"
"CCE-I1","CCE",17,"d","d"
"CCE-I1","CCE",18,"u","u"
"CCE-I1","CCE",19,"d","d"
"CCE-I1","CCE",20,"d","d"
"CCE-I1","CCE",1,"u","u"
"CCE-I1","CCE",2,"f","f"
"CCE-I1","CCE",3,"f","f"
"CCE-I1","CCE",4,"f","f"
"CCE-I1","CCE",5,"f","f"
"CCE-I1","CCE",6,"f","f"
"CCE-I1","CCE",7,"f","f"
"CCE-I1","CCE",8,"f","f"
"CCE-I1","CCE",9,"d","d"
"CCE-I1","CCE",10,"d","d"
"CCE-I1","CCE",11,"d","d"
"CCE-I1","CCE",12,"d","d"
"CCE-I1","CCE",13,"d","d"
"CCE-I1","CCE",14,"u","u"
"CCE-I1","CCE",15,"d","d"
"CCE-I1","CCE",16,"d","d"
"CCE-I1","CCE",17,"d","d"
"CCE-I1","CCE",18,"u","u"
"CCE-I1","CCE",19,"d","d"
"CCE-I1","CCE",20,"d","d"
"CCE-J1","CCE",1,"m","m"
"CCE-J1","CCE",2,"m","m"
"CCE-J1","CCE",3,"m","m"
"CCE-J1","CCE",4,"m","m"
"CCE-J1","CCE",5,"m","m"
"CCE-J1","CCE",6,"m","m"
"CCE-J1","CCE",7,"m","m"
"CCE-J1","CCE",8,"m","m"
"CCE-J1","CCE",9,"m","m"
"CCE-J1","CCE",10,"m","m"
"CCE-J1","CCE",11,"d","d"
"CCE-J1","CCE",12,"d","d"
"CCE-J1","CCE",13,"d","d"
"CCE-J1","CCE",14,"d","d"
"CCE-J1","CCE",15,"d","d"
"CCE-J1","CCE",16,"d","d"
"CCE-J1","CCE",17,"p","p"
"CCE-J1","CCE",18,"p","p"
"CCE-J1","CCE",19,"p","p"
"CCE-J1","CCE",20,"p","p"
"CCE-J1","CCE",1,"m","m"
"CCE-J1","CCE",2,"m","m"
"CCE-J1","CCE",3,"m","m"
"CCE-J1","CCE",4,"m","m"
"CCE-J1","CCE",5,"m","m"
"CCE-J1","CCE",6,"m","m"
"CCE-J1","CCE",7,"m","m"
"CCE-J1","CCE",8,"m","m"
"CCE-J1","CCE",9,"m","m"
"CCE-J1","CCE",10,"m","m"
"CCE-J1","CCE",11,"d","d"
"CCE-J1","CCE",12,"d","d"
"CCE-J1","CCE",13,"d","d"
"CCE-J1","CCE",14,"d","d"
"CCE-J1","CCE",15,"d","d"
"CCE-J1","CCE",16,"d","d"
"CCE-J1","CCE",17,"p","p"
"CCE-J1","CCE",18,"p","p"
"CCE-J1","CCE",19,"p","p"
"CCE-J1","CCE",20,"p","p"
"CCE-J1","CCE",1,"m","m"
"CCE-J1","CCE",2,"m","m"
"CCE-J1","CCE",3,"m","m"
"CCE-J1","CCE",4,"m","m"
"CCE-J1","CCE",5,"m","m"
"CCE-J1","CCE",6,"m","m"
"CCE-J1","CCE",7,"m","m"
"CCE-J1","CCE",8,"m","m"
"CCE-J1","CCE",9,"m","m"
"CCE-J1","CCE",10,"m","m"
"CCE-J1","CCE",11,"d","d"
"CCE-J1","CCE",12,"d","d"
"CCE-J1","CCE",13,"d","d"
"CCE-J1","CCE",14,"d","d"
"CCE-J1","CCE",15,"d","d"
"CCE-J1","CCE",16,"d","d"
"CCE-J1","CCE",17,"p","p"
"CCE-J1","CCE",18,"p","p"
"CCE-J1","CCE",19,"p","p"
"CCE-J1","CCE",20,"p","p"
"CCE-J1","CCE",1,"m","m"
"CCE-J1","CCE",2,"m","m"
"CCE-J1","CCE",3,"m","m"
"CCE-J1","CCE",4,"m","m"
"CCE-J1","CCE",5,"m","m"
"CCE-J1","CCE",6,"m","m"
"CCE-J1","CCE",7,"m","m"
"CCE-J1","CCE",8,"m","m"
"CCE-J1","CCE",9,"m","m"
"CCE-J1","CCE",10,"m","m"
"CCE-J1","CCE",11,"d","d"
"CCE-J1","CCE",12,"d","d"
"CCE-J1","CCE",13,"d","d"
"CCE-J1","CCE",14,"d","d"
"CCE-J1","CCE",15,"d","d"
"CCE-J1","CCE",16,"d","d"
"CCE-J1","CCE",17,"d","d"
"CCE-J1","CCE",18,"p","p"
"CCE-J1","CCE",19,"p","p"
"CCE-J1","CCE",20,"p","p"
"CCL-C1","CCL",1,"u","u"
"CCL-C1","CCL",2,"u","u"
"CCL-C1","CCL",3,"u","p"
"CCL-C1","CCL",4,"u","u"
"CCL-C1","CCL",5,"u","u"
"CCL-C1","CCL",6,"p","d"
"CCL-C1","CCL",7,"s","s"
"CCL-C1","CCL",8,"s","s"
"CCL-C1","CCL",9,"s","s"
"CCL-C1","CCL",10,"s","s"
"CCL-C1","CCL",11,"s","s"
"CCL-C1","CCL",12,"s","s"
"CCL-C1","CCL",13,"m","m"
"CCL-C1","CCL",14,"m","m"
"CCL-C1","CCL",15,"m","m"
"CCL-C1","CCL",16,"d","d"
"CCL-C1","CCL",17,"d","d"
"CCL-C1","CCL",18,"s","p"
"CCL-C1","CCL",19,"s","m"
"CCL-C1","CCL",20,"s","m"
"CCL-C1","CCL",1,"u","u"
"CCL-C1","CCL",2,"u","u"
"CCL-C1","CCL",3,"u","u"
"CCL-C1","CCL",4,"u","u"
"CCL-C1","CCL",5,"u","u"
"CCL-C1","CCL",6,"d","d"
"CCL-C1","CCL",7,"s","s"
"CCL-C1","CCL",8,"s","s"
"CCL-C1","CCL",9,"s","s"
"CCL-C1","CCL",10,"s","s"
"CCL-C1","CCL",11,"s","s"
"CCL-C1","CCL",12,"m","m"
"CCL-C1","CCL",13,"m","m"
"CCL-C1","CCL",14,"m","m"
"CCL-C1","CCL",15,"m","m"
"CCL-C1","CCL",16,"d","d"
"CCL-C1","CCL",17,"d","d"
"CCL-C1","CCL",18,"s","s"
"CCL-C1","CCL",19,"s","s"
"CCL-C1","CCL",20,"s","s"
"CCL-C1","CCL",1,"u","u"
"CCL-C1","CCL",2,"u","u"
"CCL-C1","CCL",3,"u","u"
"CCL-C1","CCL",4,"u","u"
"CCL-C1","CCL",5,"u","u"
"CCL-C1","CCL",6,"d","d"
"CCL-C1","CCL",7,"s","s"
"CCL-C1","CCL",8,"s","s"
"CCL-C1","CCL",9,"s","s"
"CCL-C1","CCL",10,"s","s"
"CCL-C1","CCL",11,"s","s"
"CCL-C1","CCL",12,"s","s"
"CCL-C1","CCL",13,"m","m"
"CCL-C1","CCL",14,"m","m"
"CCL-C1","CCL",15,"m","m"
"CCL-C1","CCL",16,"m","m"
"CCL-C1","CCL",17,"d","d"
"CCL-C1","CCL",18,"s","s"
"CCL-C1","CCL",19,"s","s"
"CCL-C1","CCL",20,"s","s"
"CCL-C1","CCL",1,"u","p"
"CCL-C1","CCL",2,"u","u"
"CCL-C1","CCL",3,"u","u"
"CCL-C1","CCL",4,"u","u"
"CCL-C1","CCL",5,"u","u"
"CCL-C1","CCL",6,"d","f"
"CCL-C1","CCL",7,"s","s"
"CCL-C1","CCL",8,"s","s"
"CCL-C1","CCL",9,"s","s"
"CCL-C1","CCL",10,"s","s"
"CCL-C1","CCL",11,"s","s"
"CCL-C1","CCL",12,"s","s"
"CCL-C1","CCL",13,"s","s"
"CCL-C1","CCL",14,"m","m"
"CCL-C1","CCL",15,"m","m"
"CCL-C1","CCL",16,"d","m"
"CCL-C1","CCL",17,"d","d"
"CCL-C1","CCL",18,"s","m"
"CCL-C1","CCL",19,"s","f"
"CCL-C1","CCL",20,"s","f"
"CCL-C2","CCL",1,"u","p"
"CCL-C2","CCL",2,"u","u"
"CCL-C2","CCL",3,"u","u"
"CCL-C2","CCL",4,"u","u"
"CCL-C2","CCL",5,"u","u"
"CCL-C2","CCL",6,"p","p"
"CCL-C2","CCL",7,"m","s"
"CCL-C2","CCL",8,"m","s"
"CCL-C2","CCL",9,"m","s"
"CCL-C2","CCL",10,"m","s"
"CCL-C2","CCL",11,"m","m"
"CCL-C2","CCL",12,"m","m"
"CCL-C2","CCL",13,"m","m"
"CCL-C2","CCL",14,"m","m"
"CCL-C2","CCL",15,"m","f"
"CCL-C2","CCL",16,"d","d"
"CCL-C2","CCL",17,"p","p"
"CCL-C2","CCL",18,"m","f"
"CCL-C2","CCL",19,"m","f"
"CCL-C2","CCL",20,"m","f"
"CCL-C2","CCL",1,"u","u"
"CCL-C2","CCL",2,"u","u"
"CCL-C2","CCL",3,"u","u"
"CCL-C2","CCL",4,"u","u"
"CCL-C2","CCL",5,"u","u"
"CCL-C2","CCL",6,"u","u"
"CCL-C2","CCL",7,"m","m"
"CCL-C2","CCL",8,"m","m"
"CCL-C2","CCL",9,"m","m"
"CCL-C2","CCL",10,"m","m"
"CCL-C2","CCL",11,"m","m"
"CCL-C2","CCL",12,"m","m"
"CCL-C2","CCL",13,"m","m"
"CCL-C2","CCL",14,"m","m"
"CCL-C2","CCL",15,"m","m"
"CCL-C2","CCL",16,"d","d"
"CCL-C2","CCL",17,"p","p"
"CCL-C2","CCL",18,"m","m"
"CCL-C2","CCL",19,"m","m"
"CCL-C2","CCL",20,"m","m"
"CCL-C2","CCL",1,"u","p"
"CCL-C2","CCL",2,"u","u"
"CCL-C2","CCL",3,"u","u"
"CCL-C2","CCL",4,"u","u"
